State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,litracy_rate,Female_Literate,Male_Literate,Hindus,Muslims,Sikhs,Christians,Jains,Middle_Education,Female_Workers,Male_Workers,Household_Workers,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Primary_Education,Higher_Education,SC,ST
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,ANDHRA PRADESH,2741239,1369597,1371642,1483347,54.0,626997,856350,2399901,275970,1377,15422,617,281752,574728,748939,84661,566108,5512,45202,344167,143143,488596,495794
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,ANDHRA PRADESH,4081148,2064495,2016653,2310960,57.0,972486,1338474,3599372,443456,932,20463,1417,582075,827622,1208544,105343,897970,8606,48299,720357,162175,583135,154127
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,ANDHRA PRADESH,4174064,2090204,2083860,2667878,64.0,1183084,1484794,3737588,397870,867,24129,1322,673197,731134,1202223,57269,944555,13763,67087,770836,265199,785760,159165
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,ANDHRA PRADESH,5154296,2569688,2584608,3288577,64.0,1571644,1716933,4983330,77777,738,77825,4149,797497,547850,1545831,57853,1297273,22411,93784,947606,271809,945269,213195
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,ANDHRA PRADESH,4887813,2440521,2447292,2960441,61.0,1325715,1634726,4217597,559770,764,89763,3282,674957,939254,1442370,47436,1186028,19383,80434,845810,246580,957407,247089
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,ANDHRA PRADESH,3943323,2018575,1924748,2892155,73.0,1349467,1542688,2046051,1713405,11446,87522,19560,685215,367712,1045585,46157,869721,149034,274653,596591,517425,247927,48937
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,ANDHRA PRADESH,3776269,1880800,1895469,2206829,58.0,949591,1257238,3491139,244723,2086,24979,312,482842,827305,1049463,168340,926768,8831,46584,453505,293493,709757,106745
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,ANDHRA PRADESH,2797370,1390988,1406382,1630234,58.0,728594,901640,2595321,158887,655,33463,459,329630,607156,802906,19799,668519,8628,42171,346118,154774,462896,765565
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,ANDHRA PRADESH,4517398,2267375,2250023,3009718,67.0,1410759,1598959,4023678,307043,1393,145598,6320,630603,721581,1327299,48444,1163932,30438,101450,692968,312753,871063,132464
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,ANDHRA PRADESH,4053463,2039227,2014236,2127161,52.0,880792,1246369,3328380,670737,737,33165,2235,466940,865303,1164122,60791,816721,10081,56478,672951,152453,737945,82831
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,ANDHRA PRADESH,4053028,2050386,2002642,1940646,48.0,782260,1158386,3673456,334172,658,21345,388,441585,942434,1140067,57846,757821,6153,60812,596134,169083,708954,364269
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,ANDHRA PRADESH,3033288,1523030,1510258,1637137,54.0,683731,953406,2637313,342449,1309,34301,457,481984,604329,837874,67642,604719,8635,47170,503713,201928,537947,168985
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,ANDHRA PRADESH,3488809,1759772,1729037,2001019,57.0,840262,1160757,3249231,188646,937,35025,250,471233,765265,976428,45124,789225,7715,53777,518669,238695,637385,394279
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,ANDHRA PRADESH,2551335,1250641,1300694,1389810,54.0,599596,790214,2123426,391596,2357,19653,542,338668,576756,684320,171311,545913,5261,35036,421399,223365,371074,192941
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,ANDHRA PRADESH,3397448,1714764,1682684,1904435,56.0,796749,1107686,3150195,220654,266,18775,204,368919,708725,991842,42603,763746,6151,43611,495556,142026,787861,151145
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,ANDHRA PRADESH,2703114,1341738,1361376,1495381,55.0,637557,857824,2666950,9025,193,18879,160,319244,523805,766483,34479,615432,3988,32280,348354,146721,255664,166118
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,ANDHRA PRADESH,2344474,1161477,1182997,1238388,53.0,530885,707503,2299129,16423,380,17853,815,257468,478673,679289,27469,527736,4453,24128,300057,115144,247728,235556
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,ANDHRA PRADESH,3512576,1759281,1753295,2065023,59.0,885233,1179790,3273755,197333,1453,31377,569,454322,744729,960926,43550,828077,12952,59006,457529,279234,616102,530656
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,ANDHRA PRADESH,3936966,1964918,1972048,2652389,67.0,1273166,1379223,3733191,86142,288,109120,1578,585595,573774,1199338,33861,1017568,12050,55613,718960,215863,811698,109072
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,ARUNACHAL PRADESH,148226,76948,71278,73174,49.0,29147,44027,47683,2134,94,35969,95,17354,23637,39329,496,14593,170,1486,22537,5641,0,53878
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,ARUNACHAL PRADESH,78690,38775,39915,38449,49.0,16850,21599,12333,652,36,37136,23,8852,15286,16424,273,5318,57,885,10487,4510,0,72400
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,ARUNACHAL PRADESH,99214,50116,49098,62576,63.0,28366,34210,27854,2289,69,18254,30,13968,16631,23591,493,14231,450,1582,13713,9498,0,69979
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,ARUNACHAL PRADESH,92076,45318,46758,36606,40.0,16348,20258,4859,471,43,51189,81,12264,19615,18429,833,3911,95,969,15054,4353,0,90764
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,ARUNACHAL PRADESH,145726,76221,69505,83062,57.0,34682,48380,99020,3846,210,10684,104,20643,22035,38910,786,17157,312,1471,25179,7612,0,47410
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,ARUNACHAL PRADESH,54080,28053,26027,31849,59.0,13762,18087,28915,2247,33,9213,19,7351,8224,14102,233,5932,207,742,7957,3570,0,25974
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,ARUNACHAL PRADESH,83030,41843,41187,54057,65.0,24587,29470,9551,1482,27,34402,13,11661,12863,17339,435,12493,381,1598,10821,7674,0,72911
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,ARUNACHAL PRADESH,176573,89182,87391,121048,69.0,55254,65794,57027,6148,310,84397,139,21376,24509,41263,1543,30539,2477,7418,21956,17342,0,117216
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,ARUNACHAL PRADESH,49977,29151,20826,26073,52.0,8353,17720,11842,787,1164,776,72,4029,9007,19554,114,8635,96,494,4730,1989,0,34811
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,ARUNACHAL PRADESH,111975,57604,54371,47974,43.0,18661,29313,20682,1103,61,83361,43,12077,22624,27545,836,16026,98,888,16989,4305,0,98372
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,ARUNACHAL PRADESH,35320,18699,16621,18195,52.0,7472,10723,5261,411,27,5643,7,4915,7676,9968,591,6198,97,392,5584,2211,0,28468
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,ARUNACHAL PRADESH,83448,41758,41690,45278,54.0,20471,24807,13474,521,28,8779,11,15339,15472,17898,481,5373,139,750,16118,8017,0,78323
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,ARUNACHAL PRADESH,83947,46155,37792,48492,58.0,18926,29566,31265,1970,328,8466,71,8428,14180,28313,801,14188,202,887,10317,3987,0,46380
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,ARUNACHAL PRADESH,112274,58168,54106,64746,58.0,27969,36777,15881,2218,577,29969,49,15908,20021,29156,298,14204,303,1300,17675,8418,0,92783
Assam,Barpeta,26.427872264631056,90.97912010178116,303,ASSAM,1693622,867004,826618,897058,53.0,398020,499038,492966,1198036,112,1020,399,300845,116527,445297,30342,84804,2078,25286,307884,87377,95320,27344
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,ASSAM,738804,375818,362986,434078,59.0,196964,237114,359145,371033,384,5924,871,133643,58264,197542,9485,49866,2523,12959,138294,35491,82784,18835
Assam,Cachar,24.815570668693017,92.86849650455927,316,ASSAM,1736617,886284,850333,1174128,68.0,534182,639946,1038985,654816,280,37635,1673,379469,138310,469752,24466,140205,5316,37541,447993,79766,264897,17569
Assam,Darrang,26.58463215962442,92.04141338028155,325,ASSAM,928500,475273,453227,487039,52.0,218373,268666,327322,597392,431,1688,724,161153,77979,246864,10542,45444,1166,12084,163277,47398,40260,8419
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,ASSAM,686133,351249,334884,423028,62.0,185267,237761,655052,13475,297,8711,167,136371,130223,186577,7224,28195,1192,10410,138838,55399,44225,325560
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,ASSAM,1326335,676434,649901,884531,67.0,393170,491361,1198401,64526,2261,52968,1055,301287,192544,368013,14362,136685,8817,34479,243607,89500,58876,102871
Assam,Goalpara,26.017277777777807,90.59869891598912,302,ASSAM,1008183,513292,494891,563577,56.0,259275,304302,347878,579929,771,77862,477,183904,95455,267118,14346,78641,1364,13524,213510,39885,45094,231570
Assam,Golaghat,26.377219709794485,93.82583397823468,313,ASSAM,1066888,543161,523727,721764,68.0,325289,396475,917426,90312,1131,50582,530,261192,170824,309104,15068,82345,3073,17636,223902,66197,62298,111765
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,ASSAM,659296,337890,321406,407366,62.0,180530,226836,251194,397653,84,8480,247,139029,43448,170792,7313,44143,1211,10615,177984,28504,70659,691
Assam,Jorhat,26.76244824016563,94.30197722567289,312,ASSAM,1092256,556805,535451,794929,73.0,362594,432335,1008219,54684,1540,21051,719,295444,177872,320746,31543,122063,5651,26357,201680,97025,88665,139971
Assam,Kamrup,26.170939452054807,91.58863273972592,321,ASSAM,1517542,778461,739081,995319,66.0,445100,550219,877495,601784,319,33297,1330,353861,200462,428492,69106,122191,3109,23468,290097,118849,107827,182038
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,ASSAM,956313,490167,466146,557214,58.0,242961,314253,766000,20290,370,157789,397,199289,137248,246193,9861,53918,1923,11340,212224,40602,44961,538738
Assam,Karimganj,24.69660712250711,92.3679498575498,317,ASSAM,1228686,625864,602822,795297,65.0,359355,435942,521962,692489,114,11990,524,257931,79373,319798,17435,70951,1933,24699,333885,39637,157890,1940
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,ASSAM,887142,452905,434237,489305,55.0,214085,275220,529068,252271,93,101091,396,154715,104809,236322,12423,41373,1218,14063,166013,39571,29570,278665
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,ASSAM,1042137,529674,512463,683486,66.0,307934,375552,797130,193476,412,46217,250,217497,147745,282250,10983,60296,1948,15011,212080,82885,81840,249426
Assam,Nagaon,26.26462170626351,92.9306191144708,305,ASSAM,2823768,1439112,1384656,1710716,61.0,788866,921850,1225246,1563203,3036,26844,1162,576214,213270,766728,38122,195631,5121,45956,638088,115864,266350,115153
Assam,Nalbari,26.46323767605632,91.40598521126763,323,ASSAM,771639,396006,375633,531771,69.0,238587,293184,491582,277488,62,429,1004,192771,57421,210202,19302,68313,1631,12360,141690,71734,60216,23364
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,ASSAM,1924110,983904,940206,1108572,58.0,488047,620525,1422824,350536,1363,138166,1003,377653,233411,537195,25719,133368,4358,31254,416218,90385,109130,232207
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,ASSAM,1327929,680231,647698,798322,60.0,344873,453449,1181347,48373,1999,76877,837,276292,190573,366623,13241,161718,5135,27948,266717,61040,37688,82066
Bihar,Araria,26.211528119180603,87.30766554934816,209,BIHAR,2811569,1463333,1348236,1195768,43.0,468125,727643,1593525,1207442,371,4116,1910,206161,361502,708391,24367,43290,2561,29796,426625,68177,382654,38848
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,BIHAR,2540073,1318684,1221389,1466002,58.0,597269,868733,2291133,237353,295,2218,775,302662,238613,599157,40652,44456,2362,31168,482199,136783,612064,1033
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,MAHARASHTRA,3701282,1924469,1776813,2503837,68.0,1072901,1430936,2545438,786677,5142,15991,30981,422964,559215,1015864,28033,589477,23258,69937,686271,310762,539368,143366
Bihar,Banka,24.832355642023337,86.8664916342413,225,BIHAR,2034763,1067140,967623,965321,47.0,374360,590961,1772655,250925,139,6138,94,196305,253263,517817,26680,62359,1704,22300,386707,63103,247858,90432
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,BIHAR,2970541,1567660,1402881,1548673,52.0,630166,918507,2554330,407348,402,2209,276,291877,222837,715345,58167,120373,4644,43127,484502,144783,432270,1597
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,BIHAR,3037766,1615663,1422103,1573066,52.0,635397,937669,2487866,537098,415,3556,1050,300767,243472,740056,60461,174534,6764,46929,524322,154643,318569,67180
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,BIHAR,2728407,1430380,1298027,1599151,59.0,625665,973486,2518216,197819,544,2165,1472,367059,182210,640283,47985,62153,3661,34658,605307,163303,425402,13977
Bihar,Buxar,25.48593018867924,84.08808081760995,232,BIHAR,1706352,887977,818375,989807,58.0,396263,593544,1591454,105423,248,2125,97,256124,136142,402180,26122,46760,1784,19324,420187,89306,251737,26824
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,BIHAR,3937385,2059949,1877436,1816634,46.0,691068,1125566,3042729,881476,832,3534,236,332382,275713,947927,44846,127442,6280,53205,490534,152540,615688,2772
Bihar,Gaya,24.7266541547278,84.94291217765044,236,BIHAR,4391418,2266566,2124852,2297613,52.0,928810,1368803,3876395,488121,913,3943,1723,447480,587892,1076170,87178,112617,6856,57011,757690,191824,1334351,3098
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,BIHAR,2562012,1267666,1294346,1382998,54.0,589093,793905,2119262,436057,271,2463,133,291624,188615,539586,26049,69375,3707,33596,470828,123249,320064,60807
Bihar,Jamui,24.78418380462726,86.26316298200514,238,BIHAR,1760405,916064,844341,858588,49.0,324203,534385,1525746,217621,162,8443,87,153973,275283,452288,105637,32633,1839,22414,317612,56137,302649,78793
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,BIHAR,1125313,585582,539731,618881,55.0,244469,374412,1045117,75742,148,691,60,117558,98955,266423,15075,27641,1106,11302,165906,68748,222974,1285
Bihar,Katihar,25.56565356037151,87.70466083591326,212,BIHAR,3071029,1600430,1470599,1280190,42.0,517934,762256,1684589,1365645,2754,8659,507,237243,253044,760522,20577,60900,2941,27263,444260,88498,263100,179971
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,BIHAR,1666886,883786,783100,768028,46.0,306875,461153,1486989,175588,143,1253,86,130004,162589,398216,20816,40641,1580,21654,233494,65931,247161,675
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,BIHAR,1690400,866970,823430,745056,44.0,305135,439921,531236,1149095,398,5783,1476,89025,107872,421192,11633,58718,1093,14073,235779,25989,113118,64224
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,BIHAR,1000912,526345,474567,507270,51.0,202088,305182,956396,40886,140,487,78,111684,86082,240494,13546,44491,1186,8862,149312,48001,153209,8333
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,BIHAR,2001762,1047559,954203,834577,42.0,316911,517666,1753829,241760,170,1342,133,114474,281500,496046,16347,23236,1397,23309,189431,79891,346275,12532
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,BIHAR,4487379,2329313,2158066,2155338,48.0,815253,1340085,3652168,818912,564,3262,442,520875,530991,1105947,54934,113281,5319,65548,771417,170563,587158,3990
Bihar,Munger,25.198537962962963,86.54173672839504,226,BIHAR,1367765,729041,638724,801817,59.0,328076,473741,1252319,110416,338,1815,145,146414,99205,327453,16690,90461,2653,17946,158699,101907,183846,21404
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,BIHAR,4801062,2527497,2273565,2509232,52.0,1022115,1487117,4032773,745546,933,5149,382,419433,352278,1195308,65253,180651,10290,73012,743623,194920,751975,5979
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,BIHAR,2877653,1497060,1380593,1519933,53.0,600375,919558,2669775,198033,393,1978,561,320839,342015,703405,52585,101378,4156,43848,486266,177358,607672,1442
Bihar,Nawada,24.825708836206903,85.61594568965519,237,BIHAR,2219146,1144668,1074478,1091012,49.0,431538,659474,1964620,244394,250,1299,279,195072,277602,539439,40018,31162,1841,28411,368649,95943,565112,2045
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,BIHAR,3935042,2061110,1873932,1759481,45.0,668255,1091226,3047427,865090,926,8469,296,250243,479665,999282,38691,57546,3495,41143,543965,98732,553944,250046
Bihar,Patna,25.40297114503818,85.3198433587787,230,BIHAR,5838465,3078512,2759953,3459679,59.0,1431632,2028047,5356075,439952,4803,12551,2151,920051,445475,1436411,85349,546859,40692,132582,1095655,463361,920918,9069
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,BIHAR,5099371,2681209,2418162,2276957,45.0,869354,1407603,4086453,990349,668,4865,464,450631,476765,1260774,46164,74979,7719,70258,982506,121594,649726,12461
Bihar,Purnia,25.81714801901739,87.40447606973065,211,BIHAR,3264619,1699370,1565249,1332326,41.0,527065,805261,1989420,1255641,614,7989,1450,184327,340043,803275,28840,86058,4170,33664,360243,83226,390991,139490
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,BIHAR,2959918,1543546,1416372,1799832,61.0,738049,1061783,2645415,300487,2569,2889,252,399053,216940,707939,48512,114893,4594,36279,548971,194928,549546,31650
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,BIHAR,1900661,997174,903487,804996,42.0,298622,506374,1629254,266620,197,1292,109,104182,193174,456724,18651,41342,1668,19415,194897,64560,317249,6009
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,BIHAR,4261566,2230003,2031563,2142880,50.0,849305,1293575,3800598,452370,554,2126,231,438908,305824,1037576,47917,88021,5379,50918,710468,186153,803128,1884
Bihar,Saran,25.89656077844312,84.82266287425155,219,BIHAR,3951862,2022821,1929041,2157454,55.0,871687,1285767,3534772,406449,371,2330,322,433759,182571,857660,42103,94787,4509,37442,693465,213251,474066,36786
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,BIHAR,636342,329743,306599,328676,52.0,132245,196431,596102,37653,75,313,43,59529,73086,151569,9917,20065,631,8873,110525,33856,131115,617
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,BIHAR,656246,346673,309573,283698,43.0,112053,171645,552492,99342,216,522,52,37063,49679,166693,9119,10004,478,6698,91277,16031,96655,318
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,BIHAR,3423574,1803252,1620322,1436794,42.0,551606,885188,2672311,740101,261,2897,188,196321,248654,865929,37932,66263,3460,42461,394422,92783,405714,2989
Bihar,Siwan,26.1736372013652,84.33766552901022,218,BIHAR,3330464,1675090,1655374,1930175,58.0,814269,1115906,2712635,608282,369,2618,359,445257,202020,730396,31244,52935,3834,37833,612635,186817,386685,87000
Bihar,Supaul,26.28157893772896,86.78496465201461,208,BIHAR,2229076,1155283,1073793,1033283,46.0,385611,647672,1809936,409251,271,3758,546,157787,325964,551718,22555,51028,1845,25078,269737,69665,354249,10168
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,BIHAR,3495021,1844535,1650486,1926740,55.0,774164,1152576,3152346,333980,707,2203,246,370247,201696,858648,36958,70001,4810,39564,487594,178320,738031,2274
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,CHANDIGARH,1055450,580663,474787,805438,76.0,340092,465346,852574,51447,138329,8720,1960,114209,75977,328159,4799,231204,44283,78113,118667,98786,199086,0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,CHHATTISGARH,1413199,698487,714712,650863,46.0,268528,382335,1277975,12413,2099,27951,3466,139330,322167,404364,10821,157646,1782,9042,178766,57413,37963,931780
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,HIMACHAL PRADESH,381956,192764,189192,287620,75.0,132021,155599,371973,6984,2387,236,10,53515,94328,111543,2561,79146,1574,6281,59489,45695,98989,10693
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,CHHATTISGARH,2663629,1351574,1312055,1596560,60.0,664086,932474,2540763,57973,6373,20745,2357,337793,487730,715467,21658,519704,8566,30892,407692,152838,552992,498469
